,R_0,I_S,I_D,R_inf,gini_simp,D
0,-0.0641583690246982,0.021562939338453206,0.036368249527741835,0.11187915174555015,0.3149275959915032,1.459699725384935
1,-0.0629931766179597,0.04603812247055072,0.06540888367333783,0.1203031835084153,0.48925210420285703,1.957913107873432
2,-0.08522051482296035,0.034689411489329434,0.046172608144435835,0.07348302970742769,0.44449740246992875,1.8001716003602783
3,-0.14555930131158323,0.02763207038791616,0.058062086101255087,0.09092421309530618,0.4105995880484926,1.696639465671555
4,-0.13275817372541363,0.03822082733098638,0.046164358716570805,0.06037616206303644,0.49976033521916796,1.9990418001701762
5,-0.09609004889750852,0.046148621297632475,0.06076653221150577,0.09276872992208729,0.4975203341369764,1.9901302837448567
6,-0.060537137839985274,0.047976006962726345,0.06812712034282267,0.12339804933070804,0.4993417138458982,1.997370317550685
7,-0.0777909784981256,0.036809568257332795,0.059133200279331076,0.11827680492249348,0.4726960259780265,1.8964393391018302
8,-0.18121734955287144,0.030815631756684937,0.03479302040798297,0.04062898362259285,0.4909689129431495,1.9645165598467982
9,-0.12959661969895675,0.015033856441444855,0.03448032088253762,0.10619946949061196,0.30665345664792953,1.44228021267024
10,-0.0773346812840428,0.039430344877996945,0.0540828973618086,0.09045861769830865,0.4879895434680983,1.9530851123109696
11,-0.08572889548260752,0.04726478290335472,0.06548316682330727,0.10578782980146156,0.4932186126276106,1.9732374252829203
12,-0.10148937615233569,0.03913052501961058,0.0501941519287133,0.07344809687318288,0.49558568896813626,1.9824972807657517
13,-0.06485711221442028,0.04305041514291949,0.06537186472664684,0.12817601762538944,0.47561591808482984,1.9069991528876546
14,-0.12640975663855322,0.03587245762947669,0.05685298751573128,0.07698609472855843,0.47757711334699016,1.9141580997851535
15,-0.17890443294698505,0.017496444432727947,0.04687946793793326,0.08610985547474824,0.3388768519445291,1.5125775023023336
16,-0.11125849515339876,0.03395115976684461,0.058956501322629945,0.09463814267537522,0.4651310282290062,1.8696167711671894
17,-0.05994932078655282,0.04741683858263884,0.06797518824220111,0.12531031093389433,0.4929817813136609,1.972315714001272
18,-0.16134363841131286,0.01185989283952576,0.03130402663698199,0.08932097415186245,0.279109557897119,1.3871733367457884
19,-0.09339850317699655,0.03345022744808945,0.042927799380111355,0.06331529772789103,0.4472752890867534,1.8092189117937878
20,-0.06374583889867322,0.04595179924739833,0.06685275735053568,0.12187218029420664,0.4994034074092758,1.997616473625453
21,-0.09956591964010188,0.029903287682829852,0.03833103994854962,0.055571072780892176,0.4496072724879826,1.8168844717850414
22,-0.08623846989750604,0.025551579550247085,0.04558755506886547,0.11843368593420954,0.3978506481477817,1.6607175560747323
23,-0.13698955176167762,0.034125877987966506,0.060801613268452785,0.08632924864733418,0.4476846312187388,1.8105597934140407
24,-0.16750062256737924,0.02379078989407857,0.026525364649831695,0.030410602956627286,0.4972285334591168,1.9889752433249597
25,-0.30193460712400816,0.005230186493332719,0.011888706421037773,0.015001690601899058,0.2093075234282762,1.2647141962647597
26,-0.10907237420492563,0.04160352286055742,0.05268890589257159,0.07523138917332345,0.4999838660755811,1.9999354663846853
27,-0.19282666426141193,0.026707637761616616,0.032623225970157245,0.036803098907191564,0.4476575806329528,1.8104711225075611
28,-0.10377794845966759,0.03126739560247355,0.05563787628670019,0.10513976651227346,0.447596423276853,1.8102706827714456
29,-0.06385308412680392,0.03968000140871135,0.058028988388532064,0.11477605559100423,0.4607433786447186,1.854404675619485
30,-0.05994616938474626,0.048221420589098805,0.06829427958276713,0.12396732897372183,0.49808177838238954,1.9923564376227334
31,-0.06035800383236186,0.04807238571748911,0.06799071023182299,0.12281323996798209,0.4987998229911379,1.9952107877693712
32,-0.21012744010095874,0.018044995853881262,0.03526686775227252,0.041857919712206204,0.3800700849573302,1.6130855694085515
33,-0.17215326378560927,0.01889493930554576,0.04859181927314579,0.08795173596792424,0.3497474221415766,1.5378639532556002
34,-0.061588540388561305,0.034064832283257296,0.05045859122227463,0.0981847025993157,0.4561710701691305,1.8388135407047939
35,-0.09819428365801637,0.04173710495554101,0.06311195267770273,0.09521531282840796,0.4929251708356218,1.9720955221696295
36,-0.11405769020879808,0.04336436065582352,0.05373763994987651,0.07194795543708737,0.49953614907028077,1.9981463159472657
37,-0.12068691463234954,0.013940319521157544,0.03172632242407163,0.11310286255263344,0.28734914875137374,1.403211682478051
38,-0.22647900387201017,0.011009619243637808,0.0380706742483869,0.06984735943760396,0.2823882343225892,1.3935111543997896
39,-0.05972617587632144,0.04820821736017157,0.06832488478950692,0.12428771689637522,0.4972388622108209,1.9890161049387358
40,-0.14254161442839494,0.0007908241732298184,0.0031547799985551317,0.014756317851078605,0.03141490406655145,1.032433809066901
41,-0.08810274777901969,0.04008429215460809,0.0532321737803618,0.08344238173586921,0.4935128297919067,1.9743836741000644
42,-0.0852350678687804,0.038504238756203596,0.06399939871539323,0.12153160636533276,0.4565077670262865,1.8399526972602862
43,-0.08028509645330285,0.04752005348462759,0.06641638630000943,0.1101132617245863,0.4937981691969827,1.9754966085635093
44,-0.09194200865916104,0.03826254376675521,0.050286170519065664,0.0770807991952569,0.48931825988009003,1.9581667434696144
45,-0.08644211211725752,0.040232380845075105,0.0636004805253508,0.10923577096309332,0.48747726963490756,1.951132975678281
46,-0.15916025747725743,0.0025750666732216264,0.00947987083282149,0.07365934272830756,0.09208807258052443,1.1014284203119382
47,-0.2552567286992954,0.0011054530336579167,0.007771971341770227,0.037333529770122935,0.0728077968009575,1.0785250313254928
48,-0.07881693208891584,0.019754522459799077,0.029258113977320203,0.057985376554964996,0.2915041301633825,1.411440832013043
49,-0.0784890533254718,0.037122325315233795,0.06150401098151708,0.12856501144221177,0.44768175950097633,1.8105503796081268
50,-0.3741288493006311,0.0002039099928072591,0.0028640920555845087,0.02665701070930696,0.026018702906549507,1.0267137602992935
51,-0.06892150719350129,0.030024329845587495,0.04358208334532285,0.08051749647047031,0.4282966231843788,1.7491588130369007
52,-0.07155060559018422,0.046948475351211744,0.0649083494146794,0.11116347475732846,0.4996931414319963,1.9987733185634031
53,-0.08483007431277284,0.033173939456482046,0.04437240285365966,0.07128754678311151,0.4329473300163046,1.7635046141811717
54,-0.1330068285520715,0.030071260205333624,0.03443301910459855,0.04121588353606691,0.4931220941513965,1.9728616861408128
55,-0.072130647350676,0.015098032622733217,0.02531457342532481,0.07858839727837798,0.23578582662173564,1.3085337001529653
56,-0.11071437858149619,0.04159312023451485,0.05098512120235439,0.06849268330153828,0.49897757712184543,1.9959186542100005
57,-0.06840794383012652,0.020405648391663967,0.037517655181530614,0.11023355759808137,0.3100422473357427,1.4493641040172693
58,-0.17145612787076536,0.005035758798464386,0.0168574548104153,0.084835034071019,0.1590473765883551,1.1891276299764888
59,-0.12979329185631802,0.022426405454574583,0.049709335112132436,0.11256271906171741,0.36242171794801115,1.56843485443323
60,-0.2610260978298875,0.009319591092583384,0.00989377761432843,0.010518921551065907,0.37789521403061066,1.607446241458758
61,-0.18741711518370205,0.015620068292475062,0.04434266954145169,0.08426895156261403,0.32275446169694844,1.4765693436765372
62,-0.06067085173637896,0.04019113558087654,0.060182282409852295,0.12422632717914668,0.462427447988602,1.86021402368549
63,-0.21599812920833067,0.01734344899193843,0.047181117163316556,0.06215784430311561,0.35313077720209907,1.5459075262148103
64,-0.08030875739908899,0.04583012912736011,0.06603406858364783,0.10794568660803672,0.499339846556336,1.997362868048822
65,-0.06491146291886957,0.03242404720719617,0.049100283684228044,0.10763605622882368,0.41289084502279305,1.7032607846812107
66,-0.22128698643893052,0.01388409258184276,0.033687076302846224,0.04325487286382569,0.33504658828598843,1.503864755611011
67,-0.09547119051824302,0.04259531895704821,0.0662473596790551,0.10650091871021615,0.4766977736760635,1.9109416121248761
68,-0.0930221787658925,0.03648171887717331,0.06054899697745616,0.10783670535818236,0.47358065626025136,1.8996262426374293
69,-0.08618596705760831,0.03744412421016921,0.06093248124246225,0.11251347890377496,0.4767793740268019,1.9112396384221002
70,-0.15845257133370466,0.015219716913873473,0.037240839675281356,0.08600000634437165,0.323815388317767,1.4788860656147869
71,-0.16299353030145355,0.003110514358923786,0.013628859230764541,0.04784322514817757,0.11560214445226169,1.1307128276341933
72,-0.09362560264855573,0.034182176726690425,0.04380929098298528,0.06446742043140175,0.45255184523734215,1.8266569926307317
73,-0.16597401976432224,0.02106507175831085,0.02288330286371513,0.025246694676467465,0.4999974911631264,1.9999899647028596
74,-0.06195926464214172,0.04005345628355412,0.06135134889234172,0.12942409820723755,0.4614271171973263,1.856758912175657
75,-0.11679366623031028,0.02835088307627069,0.053238659002776245,0.09816283282176229,0.43216501125254103,1.7610749950541418
76,-0.0600513261415256,0.02648981528897681,0.04133149338232306,0.08833999147153673,0.3963147217568166,1.6564922750976354
77,-0.27431590198959277,0.00873381346259862,0.009400564209852663,0.010104116294108477,0.33972887169818944,1.5145293458036817
78,-0.06796037712846513,0.04632004925755832,0.06808511846565359,0.12310256562257965,0.48834218610652347,1.9544312093867344
79,-0.17377503224037044,0.009132575620149656,0.02657939884668922,0.08522343870943082,0.24128814593690695,1.318023429638997
80,-0.18277752245260315,0.025460814787159464,0.027847198237474228,0.03091312849159005,0.48183953766244036,1.929904098604386
81,-0.07707443678797274,0.045773859717736946,0.06245782944625205,0.10396436757628569,0.49999892973601856,1.999995718953238
82,-0.09424328132249263,0.023758613139301638,0.0441549608357416,0.11749538688085197,0.3848358954091693,1.6255824950403086
83,-0.06186352435299791,0.043321915013962396,0.06286745512533981,0.12092881622397157,0.47803935662300556,1.9158532596062687
84,-0.14505563250737688,0.03922274739246833,0.04684645127570621,0.05990464079329795,0.4943405914793918,1.9776157293813013
