,R_0,I_S,I_D,R_inf,gini_simp,D
0,0.21138476857097177,0.23177542859721142,0.23767986117989828,0.24909184685395136,0.7965744647825765,4.91580370640878
1,0.5130436980813049,0.5266605449643024,0.5347878296058186,0.5696055277202986,0.797058846206602,4.927536782500205
2,0.10151815689802365,0.13714983684935284,0.15591237321051776,0.17060148890627438,0.7892953440178545,4.745979605143311
3,0.09811710331895908,0.10329851608057772,0.10464987020973779,0.10715489615676206,0.7954093446399924,4.887808772303659
4,0.1762900406659814,0.19984687233859816,0.2103011054501828,0.24265367216131967,0.7959445939714598,4.900629782188348
5,-0.03493073654022738,0.018585223137890957,0.020860882748472257,0.02366596560860279,0.7965110994177746,4.914272951196776
6,0.014906945406351804,0.043743636014353854,0.04835022978206378,0.05600380589055543,0.798002331330393,4.950552185013718
7,0.33897331329435665,0.3554222725008976,0.3631250153075082,0.3862525439908387,0.7962630155852298,4.908289002472856
8,0.36319235081861734,0.3638582059756798,0.36415748284139576,0.36504601367749967,0.7959443694363681,4.900624389720842
9,0.334608494495494,0.345094521496161,0.34960832896674726,0.3613335110922463,0.7952936520006737,4.885046359203726
10,0.0996517925923476,0.11219050036929484,0.11649465893191004,0.14175621784889147,0.7937153997389066,4.847671608710999
11,0.2979286738816751,0.3050723570578256,0.30797189633603866,0.3150747649003802,0.7963641408972016,4.910726452629276
12,0.35749719519501955,0.36810523171539483,0.37203747360444767,0.381136028519798,0.7917032405177802,4.800842809488642
13,0.21573491834071,0.24090953271347318,0.2533636961062002,0.3135868031455534,0.7976637009989812,4.94226693350245
14,0.10483708458880153,0.13125993376419876,0.13734592011737212,0.14983753678345707,0.7942457570553951,4.860167089090015
15,0.3136862213169843,0.3308229161353318,0.34273818949598805,0.40045833266616127,0.7985044041356549,4.962887628934779
16,0.26911571004740553,0.28089943241655385,0.28616890091296426,0.30087280286556184,0.798432084413329,4.961107014920815
17,0.09986236263050659,0.1242803926547814,0.13448180233826657,0.17605533968712647,0.7960036876555293,4.90204939739983
18,0.4077429465288911,0.4140245849205463,0.416850700313622,0.4245083120984438,0.7945397604776613,4.867121747374751
19,0.8783095530769726,0.8830921911128783,0.8872782404246251,1.001137257606923,0.7961477347784397,4.905513308439978
20,0.5383934789185655,0.5430174345357678,0.5466219263910539,0.6188844489064353,0.79416175227483,4.8581836031521926
21,0.26305815750503025,0.2680893836618211,0.27003269327257495,0.2748088002146073,0.7910395833697642,4.78559535880684
22,0.28767201927844993,0.2924675778882449,0.2942438297890811,0.2983865875698936,0.7948149626441438,4.87364972069421
23,0.24776256219524845,0.24974843966590068,0.25046636856634963,0.25355958701761544,0.7964001047382472,4.911593882277672
24,0.568805830590784,0.5900939803343656,0.6015666490202901,0.6452479117779171,0.7953993105152137,4.887569062050293
25,0.7258620342425166,0.7334030748046779,0.739441285947676,0.8124024219953113,0.7962306101362611,4.907508437202969
26,0.3650393525300768,0.3707971295855647,0.373655833074973,0.38237439175101845,0.7967527314680473,4.920115321711144
27,0.0755995540673961,0.0917776360861661,0.09533714840085888,0.10142171136493752,0.792468811652566,4.818552854455162
28,0.20263925411629324,0.2151912375941706,0.22007426264340096,0.23248621646626583,0.7947202854841848,4.871401942265259
29,0.010662993659712905,0.01724750432906997,0.017438154116475903,0.017642872215476668,0.7932479248693689,4.836710825601993
30,-0.032090601023058135,0.02530576943946999,0.033768455446067366,0.050430842824569506,0.7927927030467987,4.8260848662383475
31,0.14246777819950396,0.16716112750719286,0.17351563693786515,0.18710669587626674,0.7930713422937219,4.832583418288228
32,0.28208084753981955,0.3026713092235589,0.3122122034181014,0.32516750011230655,0.788195226642868,4.721328911288805
33,0.16565879151222052,0.19460863475447296,0.2039031245808947,0.22453879048990855,0.7970202192050293,4.926599073481595
34,0.06621871596349116,0.09658900147764835,0.1034917355096931,0.11567338007272543,0.7947426651294704,4.871933081615677
35,0.4755468123926724,0.4891145667702472,0.4998266087581466,0.6552793810688808,0.794240631247354,4.860046014245659
36,0.3932041089743875,0.4031745983856722,0.4084607402296193,0.4278266860432319,0.7943587603563235,4.862837832201086
37,0.10412113746407896,0.14211640436199638,0.15557940220548605,0.19608075190825797,0.7989814261771369,4.974664683877403
38,1.042387542164087,1.0481843836778393,1.0523887769383131,1.0794751830510814,0.7944817909862014,4.865748902730364
39,0.31468741079350865,0.3186794620110367,0.32110768493019864,0.33872030502252937,0.7930167246452491,4.831308221816903
40,0.2716820387241764,0.2747656173025071,0.27594685214408254,0.27886095225342405,0.7978298375318466,4.946328319627895
41,0.6040444200913229,0.6181192042748969,0.6270365332994613,0.6851978511717037,0.7932488753298218,4.836733060558969
42,0.3314269188365312,0.34057904381952053,0.34503091405274594,0.3715348558125257,0.7910210673524732,4.785171343977743
43,0.3628113423836765,0.36421256206309294,0.3648812566082886,0.367438117786902,0.7930346988451886,4.83172780374423
44,0.47850910690105386,0.4849058096428278,0.4885808276105144,0.5032810559271401,0.7950415243580377,4.879037067717458
45,0.7365041157033307,0.7436509059544396,0.7488982487076803,0.7876441842605517,0.7996310577030226,4.99079342604827
46,0.055521040541294094,0.0671807434760987,0.06969579516806076,0.07393866314321326,0.7951452148612572,4.88150666982334
47,0.46781983123176096,0.4879414702050943,0.5000737216154527,0.558935594484641,0.7941737961903041,4.858467879651449
48,0.4908851686102136,0.4991833644310026,0.50394769439352,0.5227120357891246,0.7934798582111413,4.842142714691608
49,0.07048396827438841,0.09362590274694228,0.10186689308101471,0.13873715728093863,0.7885771847802374,4.7298585016028385
50,0.13839368142906913,0.1436161821664101,0.14478140613504079,0.14670545167191046,0.7926665578768133,4.823148594648094
51,0.797173747494734,0.8007888676876768,0.8036959905217711,0.8315519554066336,0.7968397055339465,4.922221650781728
52,0.4632012138661666,0.4756973829773782,0.48592727720843554,0.6033645416070219,0.7953371522812457,4.8860846565283325
53,0.6549369957765171,0.6685696874152791,0.6799712526261904,0.8098936376567077,0.793547113694556,4.843720123730868
54,0.3073500882603317,0.32624066374075583,0.3337360563554737,0.35413888058059134,0.7954136095678052,4.8879106664303045
55,0.1067869666057974,0.1185970527063131,0.12165492094074587,0.12868667134907527,0.7932431781631372,4.83659978478983
56,0.15918312029490553,0.16475623747882223,0.16585095906393682,0.16769013787321402,0.7886891291035936,4.732364197629201
57,0.6343449867825888,0.6443276826265948,0.6521641939207391,0.7126928798882448,0.7914585986507963,4.795210895919388
58,0.7778554613299458,0.7798506626568036,0.781083665043713,0.793036898862076,0.7936887721468695,4.84704594318969
