,R_0,I_S,I_D,R_inf,gini_simp,D
0,0.2814527587754176,0.31450127889012086,0.3295247682198246,0.4370632223463701,0.8983858457674417,9.841148682016874
1,-0.04447965738103461,0.05013601858741083,0.07419156049952194,0.12930304402212212,0.8961624448062109,9.630427046685835
2,0.03586638718291833,0.08924738362150693,0.10587272217453318,0.14273744745809885,0.8979714368559648,9.801176936974851
3,0.009206009734001458,0.05562221752219846,0.06566430367223962,0.097818623348785,0.898464127050579,9.848735929006482
4,0.44069351490145564,0.46491565089814446,0.47664038093799627,0.5671168910051445,0.8977441296886639,9.77938965220601
5,0.12339223376682376,0.16851900722331078,0.18693248085503214,0.29079067461578534,0.897147524114733,9.722663371910562
6,0.2693876425099354,0.29598152715129095,0.3077292572883823,0.3360032044685228,0.8965757257516962,9.668910004620123
7,0.03717366762568382,0.1318657024520485,0.1654949123189111,0.23702362686982248,0.8981938281387997,9.822587194059038
8,0.5125632601233614,0.5334911266285483,0.5441166020309239,0.5813879583588857,0.8976140412084593,9.766964257628478
9,-0.11706215880631296,0.009750935268069744,0.02385161353014028,0.08727841246616352,0.8969814919466522,9.706993615964167
10,0.23738637429625947,0.2568516649263067,0.26683621073952574,0.2962642289425897,0.8976642403908707,9.7717552869055
11,0.4800280479053316,0.5026504237305911,0.5141679972021583,0.5557545375402279,0.8978969058366183,9.794022484762666
12,0.046462897819421686,0.06964465037907742,0.07682002973655,0.09711966755198859,0.8969016101598991,9.699472528629565
13,-0.003948054968553327,0.06631250010331131,0.09189207900588878,0.12248513361482649,0.8979412323960608,9.798276262561913
14,0.1245552757856724,0.16411549045290613,0.1817232602973161,0.22412055756753702,0.8971498430128422,9.722882582715581
15,0.06971832279020809,0.164806945092645,0.19355654722009316,0.2880592996450103,0.8948209087128498,9.507593075413562
16,0.037971149420892004,0.09165105124571818,0.10250704755969374,0.1231326768420907,0.8977032205483853,9.775478811363646
17,0.18343367421248824,0.20036616759147693,0.2066059306880948,0.23080572206294211,0.8958832716163313,9.6046045196024
